17.3973762, 78.4901427, 493.97
17.3973274, 78.4901278, 494.06
17.3970689, 78.4900796, 493.92
17.3970554, 78.4900754, 494.07
17.3970458, 78.490067, 494.07
17.3970395, 78.4900533, 494.14
17.397036, 78.4900482, 494.03
17.3970338, 78.4900333, 494.04
17.3970335, 78.4900199, 494.12
17.3970412, 78.4899949, 494.05
17.3970559, 78.4899289, 494.04
17.3970767, 78.4898305, 494.05
17.3970805, 78.4898192, 494.11
